Date,Year,Month,Day,category,Forecasted_Amount,Actual_Amount,SalesAndforecast_difference,PRoduct_Sales_Condition
2023-09-21,2023,September,Thursday,"Coffee Sales",865,805,-60,Below_Forecast
2023-09-21,2023,September,Thursday,"Food Sales",804,756,-48,Below_Forecast
2023-09-21,2023,September,Thursday,"Ingredients Cost",439,439,0,Above_Forecast
2023-09-21,2023,September,Thursday,Labor,184,188,4,Above_Forecast
2023-09-21,2023,September,Thursday,Rent,458,459,1,Above_Forecast
2023-09-21,2023,September,Thursday,Utilities,348,315,-33,Below_Forecast
2023-09-21,2023,September,Thursday,Marketing,200,188,-12,Below_Forecast
2023-09-22,2023,September,Friday,"Coffee Sales",369,376,7,Above_Forecast
2023-09-22,2023,September,Friday,"Food Sales",339,356,17,Above_Forecast
2023-09-22,2023,September,Friday,"Ingredients Cost",319,338,19,Above_Forecast
2023-09-22,2023,September,Friday,Labor,141,135,-6,Below_Forecast
2023-09-22,2023,September,Friday,Rent,355,340,-15,Below_Forecast
2023-09-22,2023,September,Friday,Utilities,438,402,-36,Below_Forecast
2023-09-22,2023,September,Friday,Marketing,238,251,13,Above_Forecast
2023-09-23,2023,September,Saturday,"Coffee Sales",272,284,12,Above_Forecast
2023-09-23,2023,September,Saturday,"Food Sales",912,973,61,Above_Forecast
2023-09-23,2023,September,Saturday,"Ingredients Cost",270,262,-8,Below_Forecast
2023-09-23,2023,September,Saturday,Labor,489,491,2,Above_Forecast
2023-09-23,2023,September,Saturday,Rent,313,287,-26,Below_Forecast
2023-09-23,2023,September,Saturday,Utilities,189,175,-14,Below_Forecast
2023-09-23,2023,September,Saturday,Marketing,168,156,-12,Below_Forecast
2023-09-24,2023,September,Sunday,"Coffee Sales",706,674,-32,Below_Forecast
2023-09-24,2023,September,Sunday,"Food Sales",348,379,31,Above_Forecast
2023-09-24,2023,September,Sunday,"Ingredients Cost",275,267,-8,Below_Forecast
2023-09-24,2023,September,Sunday,Labor,417,382,-35,Below_Forecast
2023-09-24,2023,September,Sunday,Rent,232,221,-11,Below_Forecast
2023-09-24,2023,September,Sunday,Utilities,138,131,-7,Below_Forecast
2023-09-24,2023,September,Sunday,Marketing,433,455,22,Above_Forecast
2023-09-25,2023,September,Monday,"Coffee Sales",807,827,20,Above_Forecast
2023-09-25,2023,September,Monday,"Food Sales",707,659,-48,Below_Forecast
2023-09-25,2023,September,Monday,"Ingredients Cost",479,482,3,Above_Forecast
2023-09-25,2023,September,Monday,Labor,428,386,-42,Below_Forecast
2023-09-25,2023,September,Monday,Rent,278,291,13,Above_Forecast
2023-09-25,2023,September,Monday,Utilities,226,220,-6,Below_Forecast
2023-09-25,2023,September,Monday,Marketing,182,168,-14,Below_Forecast
2023-09-26,2023,September,Tuesday,"Coffee Sales",638,649,11,Above_Forecast
2023-09-26,2023,September,Tuesday,"Food Sales",986,983,-3,Below_Forecast
2023-09-26,2023,September,Tuesday,"Ingredients Cost",367,379,12,Above_Forecast
2023-09-26,2023,September,Tuesday,Labor,383,379,-4,Below_Forecast
2023-09-26,2023,September,Tuesday,Rent,351,335,-16,Below_Forecast
2023-09-26,2023,September,Tuesday,Utilities,437,401,-36,Below_Forecast
2023-09-26,2023,September,Tuesday,Marketing,435,476,41,Above_Forecast
2023-09-27,2023,September,Wednesday,"Coffee Sales",783,784,1,Above_Forecast
2023-09-27,2023,September,Wednesday,"Food Sales",479,477,-2,Below_Forecast
2023-09-27,2023,September,Wednesday,"Ingredients Cost",157,142,-15,Below_Forecast
2023-09-27,2023,September,Wednesday,Labor,399,438,39,Above_Forecast
2023-09-27,2023,September,Wednesday,Rent,419,382,-37,Below_Forecast
2023-09-27,2023,September,Wednesday,Utilities,136,144,8,Above_Forecast
2023-09-27,2023,September,Wednesday,Marketing,428,412,-16,Below_Forecast
2023-09-28,2023,September,Thursday,"Coffee Sales",238,247,9,Above_Forecast
2023-09-28,2023,September,Thursday,"Food Sales",408,414,6,Above_Forecast
2023-09-28,2023,September,Thursday,"Ingredients Cost",331,362,31,Above_Forecast
2023-09-28,2023,September,Thursday,Labor,333,360,27,Above_Forecast
2023-09-28,2023,September,Thursday,Rent,163,167,4,Above_Forecast
2023-09-28,2023,September,Thursday,Utilities,379,399,20,Above_Forecast
2023-09-28,2023,September,Thursday,Marketing,375,338,-37,Below_Forecast
2023-09-29,2023,September,Friday,"Coffee Sales",585,600,15,Above_Forecast
2023-09-29,2023,September,Friday,"Food Sales",554,588,34,Above_Forecast
2023-09-29,2023,September,Friday,"Ingredients Cost",297,270,-27,Below_Forecast
2023-09-29,2023,September,Friday,Labor,480,500,20,Above_Forecast
2023-09-29,2023,September,Friday,Rent,284,267,-17,Below_Forecast
2023-09-29,2023,September,Friday,Utilities,148,156,8,Above_Forecast
2023-09-29,2023,September,Friday,Marketing,404,400,-4,Below_Forecast
2023-09-30,2023,September,Saturday,"Coffee Sales",710,711,1,Above_Forecast
2023-09-30,2023,September,Saturday,"Food Sales",494,454,-40,Below_Forecast
2023-09-30,2023,September,Saturday,"Ingredients Cost",213,229,16,Above_Forecast
2023-09-30,2023,September,Saturday,Labor,230,224,-6,Below_Forecast
2023-09-30,2023,September,Saturday,Rent,391,395,4,Above_Forecast
2023-09-30,2023,September,Saturday,Utilities,243,260,17,Above_Forecast
2023-09-30,2023,September,Saturday,Marketing,405,440,35,Above_Forecast
2023-10-01,2023,October,Sunday,"Coffee Sales",896,951,55,Above_Forecast
2023-10-01,2023,October,Sunday,"Food Sales",428,387,-41,Below_Forecast
2023-10-01,2023,October,Sunday,"Ingredients Cost",225,241,16,Above_Forecast
2023-10-01,2023,October,Sunday,Labor,478,497,19,Above_Forecast
2023-10-01,2023,October,Sunday,Rent,359,364,5,Above_Forecast
2023-10-01,2023,October,Sunday,Utilities,419,405,-14,Below_Forecast
2023-10-01,2023,October,Sunday,Marketing,147,139,-8,Below_Forecast
2023-10-02,2023,October,Monday,"Coffee Sales",440,402,-38,Below_Forecast
2023-10-02,2023,October,Monday,"Food Sales",575,580,5,Above_Forecast
2023-10-02,2023,October,Monday,"Ingredients Cost",242,255,13,Above_Forecast
2023-10-02,2023,October,Monday,Labor,262,262,0,Above_Forecast
2023-10-02,2023,October,Monday,Rent,341,354,13,Above_Forecast
2023-10-02,2023,October,Monday,Utilities,203,197,-6,Below_Forecast
2023-10-02,2023,October,Monday,Marketing,232,210,-22,Below_Forecast
2023-10-03,2023,October,Tuesday,"Coffee Sales",993,972,-21,Below_Forecast
2023-10-03,2023,October,Tuesday,"Food Sales",481,527,46,Above_Forecast
2023-10-03,2023,October,Tuesday,"Ingredients Cost",357,349,-8,Below_Forecast
2023-10-03,2023,October,Tuesday,Labor,318,292,-26,Below_Forecast
2023-10-03,2023,October,Tuesday,Rent,175,171,-4,Below_Forecast
2023-10-03,2023,October,Tuesday,Utilities,275,248,-27,Below_Forecast
2023-10-03,2023,October,Tuesday,Marketing,494,466,-28,Below_Forecast
2023-10-04,2023,October,Wednesday,"Coffee Sales",469,495,26,Above_Forecast
2023-10-04,2023,October,Wednesday,"Food Sales",789,854,65,Above_Forecast
2023-10-04,2023,October,Wednesday,"Ingredients Cost",469,485,16,Above_Forecast
2023-10-04,2023,October,Wednesday,Labor,297,273,-24,Below_Forecast
2023-10-04,2023,October,Wednesday,Rent,202,219,17,Above_Forecast
2023-10-04,2023,October,Wednesday,Utilities,210,216,6,Above_Forecast
2023-10-04,2023,October,Wednesday,Marketing,413,417,4,Above_Forecast
2023-10-05,2023,October,Thursday,"Coffee Sales",950,855,-95,Below_Forecast
2023-10-05,2023,October,Thursday,"Food Sales",337,366,29,Above_Forecast
2023-10-05,2023,October,Thursday,"Ingredients Cost",453,445,-8,Below_Forecast
2023-10-05,2023,October,Thursday,Labor,353,379,26,Above_Forecast
2023-10-05,2023,October,Thursday,Rent,162,164,2,Above_Forecast
2023-10-05,2023,October,Thursday,Utilities,484,512,28,Above_Forecast
2023-10-05,2023,October,Thursday,Marketing,155,169,14,Above_Forecast
2023-10-06,2023,October,Friday,"Coffee Sales",891,916,25,Above_Forecast
2023-10-06,2023,October,Friday,"Food Sales",700,723,23,Above_Forecast
2023-10-06,2023,October,Friday,"Ingredients Cost",219,204,-15,Below_Forecast
2023-10-06,2023,October,Friday,Labor,265,252,-13,Below_Forecast
2023-10-06,2023,October,Friday,Rent,230,233,3,Above_Forecast
2023-10-06,2023,October,Friday,Utilities,144,138,-6,Below_Forecast
2023-10-06,2023,October,Friday,Marketing,375,373,-2,Below_Forecast
2023-10-07,2023,October,Saturday,"Coffee Sales",714,733,19,Above_Forecast
2023-10-07,2023,October,Saturday,"Food Sales",371,338,-33,Below_Forecast
2023-10-07,2023,October,Saturday,"Ingredients Cost",152,145,-7,Below_Forecast
2023-10-07,2023,October,Saturday,Labor,177,190,13,Above_Forecast
2023-10-07,2023,October,Saturday,Rent,388,377,-11,Below_Forecast
2023-10-07,2023,October,Saturday,Utilities,302,285,-17,Below_Forecast
2023-10-07,2023,October,Saturday,Marketing,131,131,0,Above_Forecast
2023-10-08,2023,October,Sunday,"Coffee Sales",265,244,-21,Below_Forecast
2023-10-08,2023,October,Sunday,"Food Sales",250,240,-10,Below_Forecast
2023-10-08,2023,October,Sunday,"Ingredients Cost",204,196,-8,Below_Forecast
2023-10-08,2023,October,Sunday,Labor,290,275,-15,Below_Forecast
2023-10-08,2023,October,Sunday,Rent,366,384,18,Above_Forecast
2023-10-08,2023,October,Sunday,Utilities,419,413,-6,Below_Forecast
2023-10-08,2023,October,Sunday,Marketing,305,319,14,Above_Forecast
2023-10-09,2023,October,Monday,"Coffee Sales",873,893,20,Above_Forecast
2023-10-09,2023,October,Monday,"Food Sales",257,239,-18,Below_Forecast
2023-10-09,2023,October,Monday,"Ingredients Cost",479,484,5,Above_Forecast
2023-10-09,2023,October,Monday,Labor,160,173,13,Above_Forecast
2023-10-09,2023,October,Monday,Rent,465,478,13,Above_Forecast
2023-10-09,2023,October,Monday,Utilities,182,196,14,Above_Forecast
2023-10-09,2023,October,Monday,Marketing,323,347,24,Above_Forecast
2023-10-10,2023,October,Tuesday,"Coffee Sales",438,446,8,Above_Forecast
2023-10-10,2023,October,Tuesday,"Food Sales",565,542,-23,Below_Forecast
2023-10-10,2023,October,Tuesday,"Ingredients Cost",444,452,8,Above_Forecast
2023-10-10,2023,October,Tuesday,Labor,130,126,-4,Below_Forecast
2023-10-10,2023,October,Tuesday,Rent,108,115,7,Above_Forecast
2023-10-10,2023,October,Tuesday,Utilities,216,196,-20,Below_Forecast
2023-10-10,2023,October,Tuesday,Marketing,262,265,3,Above_Forecast
2023-10-11,2023,October,Wednesday,"Coffee Sales",753,819,66,Above_Forecast
2023-10-11,2023,October,Wednesday,"Food Sales",259,245,-14,Below_Forecast
2023-10-11,2023,October,Wednesday,"Ingredients Cost",228,217,-11,Below_Forecast
2023-10-11,2023,October,Wednesday,Labor,403,406,3,Above_Forecast
2023-10-11,2023,October,Wednesday,Rent,344,374,30,Above_Forecast
2023-10-11,2023,October,Wednesday,Utilities,458,414,-44,Below_Forecast
2023-10-11,2023,October,Wednesday,Marketing,436,393,-43,Below_Forecast
2023-10-12,2023,October,Thursday,"Coffee Sales",739,811,72,Above_Forecast
2023-10-12,2023,October,Thursday,"Food Sales",290,280,-10,Below_Forecast
2023-10-12,2023,October,Thursday,"Ingredients Cost",277,285,8,Above_Forecast
2023-10-12,2023,October,Thursday,Labor,242,248,6,Above_Forecast
2023-10-12,2023,October,Thursday,Rent,282,295,13,Above_Forecast
2023-10-12,2023,October,Thursday,Utilities,143,137,-6,Below_Forecast
2023-10-12,2023,October,Thursday,Marketing,220,211,-9,Below_Forecast
2023-10-13,2023,October,Friday,"Coffee Sales",733,749,16,Above_Forecast
2023-10-13,2023,October,Friday,"Food Sales",709,727,18,Above_Forecast
2023-10-13,2023,October,Friday,"Ingredients Cost",213,198,-15,Below_Forecast
2023-10-13,2023,October,Friday,Labor,388,354,-34,Below_Forecast
2023-10-13,2023,October,Friday,Rent,262,268,6,Above_Forecast
2023-10-13,2023,October,Friday,Utilities,155,142,-13,Below_Forecast
2023-10-13,2023,October,Friday,Marketing,314,327,13,Above_Forecast
2023-10-14,2023,October,Saturday,"Coffee Sales",321,294,-27,Below_Forecast
2023-10-14,2023,October,Saturday,"Food Sales",785,748,-37,Below_Forecast
2023-10-14,2023,October,Saturday,"Ingredients Cost",147,155,8,Above_Forecast
2023-10-14,2023,October,Saturday,Labor,485,529,44,Above_Forecast
2023-10-14,2023,October,Saturday,Rent,385,407,22,Above_Forecast
2023-10-14,2023,October,Saturday,Utilities,244,239,-5,Below_Forecast
2023-10-14,2023,October,Saturday,Marketing,216,202,-14,Below_Forecast
2023-10-15,2023,October,Sunday,"Coffee Sales",651,619,-32,Below_Forecast
2023-10-15,2023,October,Sunday,"Food Sales",782,834,52,Above_Forecast
2023-10-15,2023,October,Sunday,"Ingredients Cost",426,415,-11,Below_Forecast
2023-10-15,2023,October,Sunday,Labor,381,402,21,Above_Forecast
2023-10-15,2023,October,Sunday,Rent,160,152,-8,Below_Forecast
2023-10-15,2023,October,Sunday,Utilities,137,135,-2,Below_Forecast
2023-10-15,2023,October,Sunday,Marketing,115,125,10,Above_Forecast
2023-10-16,2023,October,Monday,"Coffee Sales",583,573,-10,Below_Forecast
2023-10-16,2023,October,Monday,"Food Sales",528,569,41,Above_Forecast
2023-10-16,2023,October,Monday,"Ingredients Cost",342,363,21,Above_Forecast
2023-10-16,2023,October,Monday,Labor,225,231,6,Above_Forecast
2023-10-16,2023,October,Monday,Rent,170,164,-6,Below_Forecast
2023-10-16,2023,October,Monday,Utilities,246,240,-6,Below_Forecast
2023-10-16,2023,October,Monday,Marketing,268,255,-13,Below_Forecast
2023-10-17,2023,October,Tuesday,"Coffee Sales",536,548,12,Above_Forecast
2023-10-17,2023,October,Tuesday,"Food Sales",529,507,-22,Below_Forecast
2023-10-17,2023,October,Tuesday,"Ingredients Cost",175,190,15,Above_Forecast
2023-10-17,2023,October,Tuesday,Labor,255,241,-14,Below_Forecast
2023-10-17,2023,October,Tuesday,Rent,403,440,37,Above_Forecast
2023-10-17,2023,October,Tuesday,Utilities,119,108,-11,Below_Forecast
2023-10-17,2023,October,Tuesday,Marketing,209,227,18,Above_Forecast
2023-10-18,2023,October,Wednesday,"Coffee Sales",667,612,-55,Below_Forecast
2023-10-18,2023,October,Wednesday,"Food Sales",830,750,-80,Below_Forecast
2023-10-18,2023,October,Wednesday,"Ingredients Cost",353,341,-12,Below_Forecast
2023-10-18,2023,October,Wednesday,Labor,125,112,-13,Below_Forecast
2023-10-18,2023,October,Wednesday,Rent,139,148,9,Above_Forecast
2023-10-18,2023,October,Wednesday,Utilities,286,290,4,Above_Forecast
2023-10-18,2023,October,Wednesday,Marketing,406,438,32,Above_Forecast
2023-10-19,2023,October,Thursday,"Coffee Sales",733,744,11,Above_Forecast
2023-10-19,2023,October,Thursday,"Food Sales",885,894,9,Above_Forecast
2023-10-19,2023,October,Thursday,"Ingredients Cost",155,170,15,Above_Forecast
2023-10-19,2023,October,Thursday,Labor,374,384,10,Above_Forecast
2023-10-19,2023,October,Thursday,Rent,187,199,12,Above_Forecast
2023-10-19,2023,October,Thursday,Utilities,273,246,-27,Below_Forecast
2023-10-19,2023,October,Thursday,Marketing,467,442,-25,Below_Forecast
2023-10-20,2023,October,Friday,"Coffee Sales",748,737,-11,Below_Forecast
2023-10-20,2023,October,Friday,"Food Sales",641,674,33,Above_Forecast
2023-10-20,2023,October,Friday,"Ingredients Cost",217,206,-11,Below_Forecast
2023-10-20,2023,October,Friday,Labor,435,406,-29,Below_Forecast
2023-10-20,2023,October,Friday,Rent,228,212,-16,Below_Forecast
2023-10-20,2023,October,Friday,Utilities,197,200,3,Above_Forecast
2023-10-20,2023,October,Friday,Marketing,334,332,-2,Below_Forecast
2023-10-21,2023,October,Saturday,"Coffee Sales",284,279,-5,Below_Forecast
2023-10-21,2023,October,Saturday,"Food Sales",851,840,-11,Below_Forecast
2023-10-21,2023,October,Saturday,"Ingredients Cost",347,361,14,Above_Forecast
2023-10-21,2023,October,Saturday,Labor,195,208,13,Above_Forecast
2023-10-21,2023,October,Saturday,Rent,124,132,8,Above_Forecast
2023-10-21,2023,October,Saturday,Utilities,488,486,-2,Below_Forecast
2023-10-21,2023,October,Saturday,Marketing,375,365,-10,Below_Forecast
2023-10-22,2023,October,Sunday,"Coffee Sales",467,445,-22,Below_Forecast
2023-10-22,2023,October,Sunday,"Food Sales",669,620,-49,Below_Forecast
2023-10-22,2023,October,Sunday,"Ingredients Cost",126,118,-8,Below_Forecast
2023-10-22,2023,October,Sunday,Labor,407,420,13,Above_Forecast
2023-10-22,2023,October,Sunday,Rent,261,268,7,Above_Forecast
2023-10-22,2023,October,Sunday,Utilities,193,186,-7,Below_Forecast
2023-10-22,2023,October,Sunday,Marketing,123,117,-6,Below_Forecast
2023-10-23,2023,October,Monday,"Coffee Sales",226,212,-14,Below_Forecast
2023-10-23,2023,October,Monday,"Food Sales",815,805,-10,Below_Forecast
2023-10-23,2023,October,Monday,"Ingredients Cost",274,288,14,Above_Forecast
2023-10-23,2023,October,Monday,Labor,384,364,-20,Below_Forecast
2023-10-23,2023,October,Monday,Rent,257,268,11,Above_Forecast
2023-10-23,2023,October,Monday,Utilities,396,378,-18,Below_Forecast
2023-10-23,2023,October,Monday,Marketing,228,230,2,Above_Forecast
2023-10-24,2023,October,Tuesday,"Coffee Sales",900,846,-54,Below_Forecast
2023-10-24,2023,October,Tuesday,"Food Sales",575,524,-51,Below_Forecast
2023-10-24,2023,October,Tuesday,"Ingredients Cost",471,443,-28,Below_Forecast
2023-10-24,2023,October,Tuesday,Labor,446,446,0,Above_Forecast
2023-10-24,2023,October,Tuesday,Rent,401,401,0,Above_Forecast
2023-10-24,2023,October,Tuesday,Utilities,401,366,-35,Below_Forecast
2023-10-24,2023,October,Tuesday,Marketing,201,197,-4,Below_Forecast
2023-10-25,2023,October,Wednesday,"Coffee Sales",570,566,-4,Below_Forecast
2023-10-25,2023,October,Wednesday,"Food Sales",241,255,14,Above_Forecast
2023-10-25,2023,October,Wednesday,"Ingredients Cost",299,297,-2,Below_Forecast
2023-10-25,2023,October,Wednesday,Labor,181,191,10,Above_Forecast
2023-10-25,2023,October,Wednesday,Rent,101,91,-10,Below_Forecast
2023-10-25,2023,October,Wednesday,Utilities,492,497,5,Above_Forecast
2023-10-25,2023,October,Wednesday,Marketing,172,166,-6,Below_Forecast
2023-10-26,2023,October,Thursday,"Coffee Sales",491,512,21,Above_Forecast
2023-10-26,2023,October,Thursday,"Food Sales",484,528,44,Above_Forecast
2023-10-26,2023,October,Thursday,"Ingredients Cost",249,265,16,Above_Forecast
2023-10-26,2023,October,Thursday,Labor,326,320,-6,Below_Forecast
2023-10-26,2023,October,Thursday,Rent,244,223,-21,Below_Forecast
2023-10-26,2023,October,Thursday,Utilities,310,324,14,Above_Forecast
2023-10-26,2023,October,Thursday,Marketing,373,381,8,Above_Forecast
2023-10-27,2023,October,Friday,"Coffee Sales",432,450,18,Above_Forecast
2023-10-27,2023,October,Friday,"Food Sales",529,500,-29,Below_Forecast
2023-10-27,2023,October,Friday,"Ingredients Cost",232,211,-21,Below_Forecast
2023-10-27,2023,October,Friday,Labor,271,257,-14,Below_Forecast
2023-10-27,2023,October,Friday,Rent,309,305,-4,Below_Forecast
2023-10-27,2023,October,Friday,Utilities,250,246,-4,Below_Forecast
2023-10-27,2023,October,Friday,Marketing,496,485,-11,Below_Forecast
2023-10-28,2023,October,Saturday,"Coffee Sales",763,694,-69,Below_Forecast
2023-10-28,2023,October,Saturday,"Food Sales",753,684,-69,Below_Forecast
2023-10-28,2023,October,Saturday,"Ingredients Cost",302,319,17,Above_Forecast
2023-10-28,2023,October,Saturday,Labor,288,313,25,Above_Forecast
2023-10-28,2023,October,Saturday,Rent,138,145,7,Above_Forecast
2023-10-28,2023,October,Saturday,Utilities,181,190,9,Above_Forecast
2023-10-28,2023,October,Saturday,Marketing,104,108,4,Above_Forecast
2023-10-29,2023,October,Sunday,"Coffee Sales",897,920,23,Above_Forecast
2023-10-29,2023,October,Sunday,"Food Sales",588,631,43,Above_Forecast
2023-10-29,2023,October,Sunday,"Ingredients Cost",247,229,-18,Below_Forecast
2023-10-29,2023,October,Sunday,Labor,368,341,-27,Below_Forecast
2023-10-29,2023,October,Sunday,Rent,257,241,-16,Below_Forecast
2023-10-29,2023,October,Sunday,Utilities,189,204,15,Above_Forecast
2023-10-29,2023,October,Sunday,Marketing,453,483,30,Above_Forecast
2023-10-30,2023,October,Monday,"Coffee Sales",661,656,-5,Below_Forecast
2023-10-30,2023,October,Monday,"Food Sales",251,253,2,Above_Forecast
2023-10-30,2023,October,Monday,"Ingredients Cost",496,460,-36,Below_Forecast
2023-10-30,2023,October,Monday,Labor,489,512,23,Above_Forecast
2023-10-30,2023,October,Monday,Rent,295,277,-18,Below_Forecast
2023-10-30,2023,October,Monday,Utilities,259,245,-14,Below_Forecast
2023-10-30,2023,October,Monday,Marketing,471,458,-13,Below_Forecast
2023-10-31,2023,October,Tuesday,"Coffee Sales",582,612,30,Above_Forecast
2023-10-31,2023,October,Tuesday,"Food Sales",808,754,-54,Below_Forecast
2023-10-31,2023,October,Tuesday,"Ingredients Cost",105,94,-11,Below_Forecast
2023-10-31,2023,October,Tuesday,Labor,253,247,-6,Below_Forecast
2023-10-31,2023,October,Tuesday,Rent,425,444,19,Above_Forecast
2023-10-31,2023,October,Tuesday,Utilities,191,199,8,Above_Forecast
2023-10-31,2023,October,Tuesday,Marketing,211,191,-20,Below_Forecast
2023-11-01,2023,November,Wednesday,"Coffee Sales",551,570,19,Above_Forecast
2023-11-01,2023,November,Wednesday,"Food Sales",236,220,-16,Below_Forecast
2023-11-01,2023,November,Wednesday,"Ingredients Cost",218,228,10,Above_Forecast
2023-11-01,2023,November,Wednesday,Labor,164,151,-13,Below_Forecast
2023-11-01,2023,November,Wednesday,Rent,257,264,7,Above_Forecast
2023-11-01,2023,November,Wednesday,Utilities,418,444,26,Above_Forecast
2023-11-01,2023,November,Wednesday,Marketing,472,474,2,Above_Forecast
2023-11-02,2023,November,Thursday,"Coffee Sales",651,693,42,Above_Forecast
2023-11-02,2023,November,Thursday,"Food Sales",766,818,52,Above_Forecast
2023-11-02,2023,November,Thursday,"Ingredients Cost",225,244,19,Above_Forecast
2023-11-02,2023,November,Thursday,Labor,124,114,-10,Below_Forecast
2023-11-02,2023,November,Thursday,Rent,453,453,0,Above_Forecast
2023-11-02,2023,November,Thursday,Utilities,200,207,7,Above_Forecast
2023-11-02,2023,November,Thursday,Marketing,485,501,16,Above_Forecast
2023-11-03,2023,November,Friday,"Coffee Sales",412,383,-29,Below_Forecast
2023-11-03,2023,November,Friday,"Food Sales",371,356,-15,Below_Forecast
2023-11-03,2023,November,Friday,"Ingredients Cost",338,318,-20,Below_Forecast
2023-11-03,2023,November,Friday,Labor,489,447,-42,Below_Forecast
2023-11-03,2023,November,Friday,Rent,255,235,-20,Below_Forecast
2023-11-03,2023,November,Friday,Utilities,370,379,9,Above_Forecast
2023-11-03,2023,November,Friday,Marketing,134,133,-1,Below_Forecast
2023-11-04,2023,November,Saturday,"Coffee Sales",429,430,1,Above_Forecast
2023-11-04,2023,November,Saturday,"Food Sales",477,458,-19,Below_Forecast
2023-11-04,2023,November,Saturday,"Ingredients Cost",171,161,-10,Below_Forecast
2023-11-04,2023,November,Saturday,Labor,304,274,-30,Below_Forecast
2023-11-04,2023,November,Saturday,Rent,275,262,-13,Below_Forecast
2023-11-04,2023,November,Saturday,Utilities,379,363,-16,Below_Forecast
2023-11-04,2023,November,Saturday,Marketing,275,282,7,Above_Forecast
2023-11-05,2023,November,Sunday,"Coffee Sales",611,573,-38,Below_Forecast
2023-11-05,2023,November,Sunday,"Food Sales",369,382,13,Above_Forecast
2023-11-05,2023,November,Sunday,"Ingredients Cost",321,350,29,Above_Forecast
2023-11-05,2023,November,Sunday,Labor,455,457,2,Above_Forecast
2023-11-05,2023,November,Sunday,Rent,179,194,15,Above_Forecast
2023-11-05,2023,November,Sunday,Utilities,436,400,-36,Below_Forecast
2023-11-05,2023,November,Sunday,Marketing,252,261,9,Above_Forecast
2023-11-06,2023,November,Monday,"Coffee Sales",483,512,29,Above_Forecast
2023-11-06,2023,November,Monday,"Food Sales",283,278,-5,Below_Forecast
2023-11-06,2023,November,Monday,"Ingredients Cost",150,163,13,Above_Forecast
2023-11-06,2023,November,Monday,Labor,419,380,-39,Below_Forecast
2023-11-06,2023,November,Monday,Rent,270,270,0,Above_Forecast
2023-11-06,2023,November,Monday,Utilities,197,180,-17,Below_Forecast
2023-11-06,2023,November,Monday,Marketing,189,176,-13,Below_Forecast
2023-11-07,2023,November,Tuesday,"Coffee Sales",408,410,2,Above_Forecast
2023-11-07,2023,November,Tuesday,"Food Sales",798,805,7,Above_Forecast
2023-11-07,2023,November,Tuesday,"Ingredients Cost",281,304,23,Above_Forecast
2023-11-07,2023,November,Tuesday,Labor,440,452,12,Above_Forecast
2023-11-07,2023,November,Tuesday,Rent,268,274,6,Above_Forecast
2023-11-07,2023,November,Tuesday,Utilities,210,213,3,Above_Forecast
2023-11-07,2023,November,Tuesday,Marketing,394,413,19,Above_Forecast
2023-11-08,2023,November,Wednesday,"Coffee Sales",274,291,17,Above_Forecast
2023-11-08,2023,November,Wednesday,"Food Sales",458,437,-21,Below_Forecast
2023-11-08,2023,November,Wednesday,"Ingredients Cost",241,221,-20,Below_Forecast
2023-11-08,2023,November,Wednesday,Labor,341,320,-21,Below_Forecast
2023-11-08,2023,November,Wednesday,Rent,199,201,2,Above_Forecast
2023-11-08,2023,November,Wednesday,Utilities,217,197,-20,Below_Forecast
2023-11-08,2023,November,Wednesday,Marketing,364,353,-11,Below_Forecast
2023-11-09,2023,November,Thursday,"Coffee Sales",917,830,-87,Below_Forecast
2023-11-09,2023,November,Thursday,"Food Sales",836,753,-83,Below_Forecast
2023-11-09,2023,November,Thursday,"Ingredients Cost",132,125,-7,Below_Forecast
2023-11-09,2023,November,Thursday,Labor,177,162,-15,Below_Forecast
2023-11-09,2023,November,Thursday,Rent,349,375,26,Above_Forecast
2023-11-09,2023,November,Thursday,Utilities,160,146,-14,Below_Forecast
2023-11-09,2023,November,Thursday,Marketing,226,217,-9,Below_Forecast
2023-11-10,2023,November,Friday,"Coffee Sales",898,931,33,Above_Forecast
2023-11-10,2023,November,Friday,"Food Sales",737,753,16,Above_Forecast
2023-11-10,2023,November,Friday,"Ingredients Cost",164,178,14,Above_Forecast
2023-11-10,2023,November,Friday,Labor,154,168,14,Above_Forecast
2023-11-10,2023,November,Friday,Rent,489,495,6,Above_Forecast
2023-11-10,2023,November,Friday,Utilities,403,403,0,Above_Forecast
2023-11-10,2023,November,Friday,Marketing,108,102,-6,Below_Forecast
2023-11-11,2023,November,Saturday,"Coffee Sales",421,433,12,Above_Forecast
2023-11-11,2023,November,Saturday,"Food Sales",951,970,19,Above_Forecast
2023-11-11,2023,November,Saturday,"Ingredients Cost",328,332,4,Above_Forecast
2023-11-11,2023,November,Saturday,Labor,368,404,36,Above_Forecast
2023-11-11,2023,November,Saturday,Rent,460,417,-43,Below_Forecast
2023-11-11,2023,November,Saturday,Utilities,219,208,-11,Below_Forecast
2023-11-11,2023,November,Saturday,Marketing,319,309,-10,Below_Forecast
2023-11-12,2023,November,Sunday,"Coffee Sales",894,860,-34,Below_Forecast
2023-11-12,2023,November,Sunday,"Food Sales",233,228,-5,Below_Forecast
2023-11-12,2023,November,Sunday,"Ingredients Cost",236,258,22,Above_Forecast
2023-11-12,2023,November,Sunday,Labor,455,483,28,Above_Forecast
2023-11-12,2023,November,Sunday,Rent,270,278,8,Above_Forecast
